indicator_id,period,period_end,value,unit,value_text,source_name,source_url,notes
BIO_IPO_COUNT_BPDIVE_FY,2025,2025-12-31,8,count,fewest in at least five years,BioPharma Dive,https://www.biopharmadive.com/news/biotech-ipo-performance-q1-2026/815879/,
BIO_IPO_COUNT_BPDIVE_YTD,2024-YTD-Sep,2024-09-30,18,count,,BioPharma Dive IPO tracker,https://www.biopharmadive.com/news/biotech-ipo-performance-tracker/587604/,Count as of Sep 2024. Full-year 2024 not captured from BioPharma Dive.
BIO_IPO_COUNT_BPDIVE_YTD,2026-YTD-Jun,2026-06-30,13,count,'baker's dozen' of venture-backed biotechs,BioPharma Dive,https://www.biopharmadive.com/news/bio-2026-ipo-biotech-performance-predictions/823474/,As of the BIO convention (June 2026); exact date not given. 11 of 13 raised at least $250m. Parabilis ($670m) and Kailera beat Moderna's record for the largest biotech IPO.
BIO_IPO_COUNT_BPIQ_H,2025-H1,2025-06-30,7,count,,BPIQ,https://www.bpiq.com/post/bio-pharma-ipo-market-selectively-opens-in-h1-2026,
BIO_IPO_COUNT_BPIQ_H,2026-H1,2026-06-30,15,count,highest H1 since 2021,BPIQ,https://www.bpiq.com/post/bio-pharma-ipo-market-selectively-opens-in-h1-2026,+114% vs H1 2025.
BIO_IPO_COUNT_DEALFORMA,2025-Q4,2025-12-31,7,count,,DealForma Q1 2026 IPO/Follow-on/PIPE Review,https://dealforma.com/biopharma-therapeutics-and-platforms-ipo-activity-follow-ons-and-pipes-q1-2026-review/,Global.
BIO_IPO_COUNT_DEALFORMA,2026-Q1,2026-03-31,11,count,,DealForma Q2 2026 IPO/Follow-on/PIPE Review,https://dealforma.com/biopharma-therapeutics-and-platforms-ipo-activity-follow-ons-and-pipes-q2-2026-review/,Revised figure. DealForma's Q1 review first reported 10 (next row).
BIO_IPO_COUNT_DEALFORMA,2026-Q1,2026-03-31,10,count,,DealForma Q1 2026 IPO/Follow-on/PIPE Review,https://dealforma.com/biopharma-therapeutics-and-platforms-ipo-activity-follow-ons-and-pipes-q1-2026-review/,First-reported figure.
BIO_IPO_COUNT_DEALFORMA,2026-Q2,2026-06-30,10,count,,DealForma Q2 2026 IPO/Follow-on/PIPE Review,https://dealforma.com/biopharma-therapeutics-and-platforms-ipo-activity-follow-ons-and-pipes-q2-2026-review/,GLOBAL therapeutics & platforms. Average IPO $360m vs $209m in Q1.
BIO_IPO_COUNT_DEALFORMA_H,2026-H1,2026-06-30,21,count,,DealForma Q2 2026 IPO/Follow-on/PIPE Review,https://dealforma.com/biopharma-therapeutics-and-platforms-ipo-activity-follow-ons-and-pipes-q2-2026-review/,Global.
BIO_IPO_COUNT_GLOBALDATA_FY,2024,2024-12-31,50,count,,GlobalData via Mondo Visione,https://mondovisione.com/media-and-resources/news/biotech-ipos-surge-684-yoy-to-852-billion-in-2024-amid-public-market-recover-2025417/,GLOBAL biopharma IPOs.
BIO_IPO_COUNT_HSBC_H,2026-H1,2026-06-30,12,count,,HSBC Innovation Banking 2026 Mid-Year Venture Healthcare Report,https://www.hsbcinnovationbanking.com/us/en/resources/2026-1h-venture-healthcare-report,Venture-backed IPOs; sector scope per HSBC.
BIO_IPO_COUNT_NASDAQNYSE_FY,2023,2023-12-31,13,count,,Attribution unverified (DealForma 2024 IPO review probable),https://dealforma.com/biopharma-therapeutics-and-platforms-ipo-activity-in-2024/,LOW CONFIDENCE.
BIO_IPO_COUNT_NASDAQNYSE_FY,2024,2024-12-31,19,count,,Attribution unverified (DealForma 2024 IPO review probable),https://dealforma.com/biopharma-therapeutics-and-platforms-ipo-activity-in-2024/,LOW CONFIDENCE. Biopharma IPOs on NASDAQ + NYSE.
BIO_IPO_COUNT_PITCHBOOK,2025-Q2,2025-06-30,0,count,no US biopharma startup IPO (first time in PitchBook data),PitchBook Q2 2025 Biopharma VC Trends,https://pitchbook.com/news/reports/q2-2025-biopharma-vc-trends,VC-backed US biopharma.
BIO_IPO_COUNT_UNATTRIB_YTD,2026-YTD-Sep,2026-09-25,25,count,most since 2021,Search summary (attribution unverified),https://www.biopharmadive.com/news/biotech-ipo-performance-tracker/587604/,"LOW CONFIDENCE. The figure appeared in a search summary whose results included the BioPharma Dive tracker, BioSpace, Xtalks and BioBucks. Its '78 IPOs in 2021' comparison conflicts with BioPharma Dive's '>100', so it may come from another publisher."
BIO_IPO_MEDIAN_USD_HSBC_FY,2025,2025-12-31,191,USD_mn,median IPO proceeds,HSBC Innovation Banking 2026 Mid-Year Venture Healthcare Report,https://www.hsbcinnovationbanking.com/us/en/resources/2026-1h-venture-healthcare-report,
BIO_IPO_MEDIAN_USD_HSBC_H,2026-H1,2026-06-30,344,USD_mn,median IPO proceeds,HSBC Innovation Banking 2026 Mid-Year Venture Healthcare Report,https://www.hsbcinnovationbanking.com/us/en/resources/2026-1h-venture-healthcare-report,
BIO_IPO_USD_BIOBUCKS_YTD,2026-YTD-Aug,2026-08-31,6.5,USD_bn,approx.,BioBucks Biotech IPO Tracker 2026,https://www.biobucks.co/biotech-ipo-tracker-2026,A separate unattributed summary said drug startups had banked $6bn in IPOs by early August 2026.
BIO_IPO_USD_BPDIVE,2026-Q1,2026-03-31,1.7,USD_bn,most of any quarter since 2021,BioPharma Dive,https://www.biopharmadive.com/news/biotech-ipo-performance-q1-2026/815879/,Other coverage of the same data says 'roughly $1.8bn'.
BIO_IPO_USD_BPDIVE_FY,2021,2021-12-31,15,USD_bn,nearly $15bn,BioPharma Dive IPO tracker,https://www.biopharmadive.com/news/biotech-ipo-performance-tracker/587604/,
BIO_IPO_USD_BPDIVE_FY,2025,2025-12-31,,USD_bn,full-year 2025 total below Q1 2026 proceeds (~$1.7-1.8bn),BioPharma Dive,https://www.biopharmadive.com/news/biotech-ipo-performance-q1-2026/815879/,Qualitative. The exact 2025 total was not given.
BIO_IPO_USD_DEALFORMA,2025-Q4,2025-12-31,1.0,USD_bn,,DealForma Q1 2026 IPO/Follow-on/PIPE Review,https://dealforma.com/biopharma-therapeutics-and-platforms-ipo-activity-follow-ons-and-pipes-q1-2026-review/,Global.
BIO_IPO_USD_DEALFORMA,2026-Q1,2026-03-31,2.3,USD_bn,,DealForma Q2 2026 IPO/Follow-on/PIPE Review,https://dealforma.com/biopharma-therapeutics-and-platforms-ipo-activity-follow-ons-and-pipes-q2-2026-review/,Revised. First reported as $2.2bn.
BIO_IPO_USD_DEALFORMA,2026-Q1,2026-03-31,2.2,USD_bn,,DealForma Q1 2026 IPO/Follow-on/PIPE Review,https://dealforma.com/biopharma-therapeutics-and-platforms-ipo-activity-follow-ons-and-pipes-q1-2026-review/,First-reported figure.
BIO_IPO_USD_DEALFORMA,2026-Q2,2026-06-30,3.6,USD_bn,,DealForma Q2 2026 IPO/Follow-on/PIPE Review,https://dealforma.com/biopharma-therapeutics-and-platforms-ipo-activity-follow-ons-and-pipes-q2-2026-review/,Global. Proceeds up ~57% QoQ.
BIO_IPO_USD_DEALFORMA_H,2026-H1,2026-06-30,5.9,USD_bn,,DealForma Q2 2026 IPO/Follow-on/PIPE Review,https://dealforma.com/biopharma-therapeutics-and-platforms-ipo-activity-follow-ons-and-pipes-q2-2026-review/,Global.
BIO_IPO_USD_GLOBALDATA_FY,2023,2023-12-31,5.06,USD_bn,,GlobalData via Mondo Visione,https://mondovisione.com/media-and-resources/news/biotech-ipos-surge-684-yoy-to-852-billion-in-2024-amid-public-market-recover-2025417/,Global.
BIO_IPO_USD_GLOBALDATA_FY,2024,2024-12-31,8.52,USD_bn,,GlobalData via Mondo Visione,https://mondovisione.com/media-and-resources/news/biotech-ipos-surge-684-yoy-to-852-billion-in-2024-amid-public-market-recover-2025417/,Global. +68.4% YoY. Highest since 2021.
BIO_IPO_USD_NASDAQNYSE_FY,2023,2023-12-31,2.7,USD_bn,,Attribution unverified (DealForma 2024 IPO review probable),https://dealforma.com/biopharma-therapeutics-and-platforms-ipo-activity-in-2024/,LOW CONFIDENCE.
BIO_IPO_USD_NASDAQNYSE_FY,2024,2024-12-31,3.8,USD_bn,,Attribution unverified (DealForma 2024 IPO review probable),https://dealforma.com/biopharma-therapeutics-and-platforms-ipo-activity-in-2024/,LOW CONFIDENCE.
BIO_LAB_VACANCY_BOS_CBRE,2025-Q2,2025-06-30,26.2,pct,,CBRE Boston Metro Life Science Figures Q2 2026,https://www.cbre.com/insights/figures/boston-metro-life-science-figures-q2-2026,YoY comparison in the Q2 2026 release.
BIO_LAB_VACANCY_BOS_CBRE,2026-Q2,2026-06-30,28.7,pct,,CBRE Boston Metro Life Science Figures Q2 2026,https://www.cbre.com/insights/figures/boston-metro-life-science-figures-q2-2026,"Greater Boston total lab market. +70 bps QoQ, +250 bps YoY. First quarter of positive net absorption since Q3 2025."
BIO_LAB_VACANCY_BOS_ECAMBRIDGE,2026-Q2,2026-06-30,13.4,pct,,CBRE or LPC (attribution unverified),https://www.cbre.com/insights/figures/boston-metro-life-science-figures-q2-2026,"East Cambridge submarket. The same summary gave Mid Cambridge 15.5%, West Cambridge 39.5% and Inner Suburbs 47.8%. Results also included the LPC Boston Q2 2026 lab report, so this may be LPC data."
BIO_LAB_VACANCY_SF_CBRE,2026-Q1,2026-03-31,30.7,pct,,CBRE Bay Area Life Sciences Figures Q2 2026,https://www.cbre.com/insights/figures/bay-area-life-sciences-figures-q2-2026,Net absorption -455k sf.
BIO_LAB_VACANCY_SF_CBRE,2026-Q2,2026-06-30,31.1,pct,,CBRE Bay Area Life Sciences Figures Q2 2026,https://www.cbre.com/insights/figures/bay-area-life-sciences-figures-q2-2026,Net absorption -679k sf. Average asking rent $5.46/sf.
BIO_LAB_VACANCY_SF_SAVILLS,2025-Q2,2025-06-30,23.1,pct,,Savills SF Bay Area Q2 2026 Life Sciences Report,https://www.savills.us/research_articles/256536/392655-0,
BIO_LAB_VACANCY_SF_SAVILLS,2026-Q2,2026-06-30,26.2,pct,,Savills SF Bay Area Q2 2026 Life Sciences Report,https://www.savills.us/research_articles/256536/392655-0,+310 bps YoY. Market definition differs from CBRE's (31.1%).
BIO_LAB_VACANCY_US_CBRE,2026-Q1,2026-03-31,23.8,pct,record,CBRE Q1 2026 U.S. Life Sciences Figures,https://www.cbre.com/insights/figures/q1-2026-us-life-sciences-figures,CONFLICT with 23.2% in the next row. Which figure belongs to the CBRE page and which to R&D World is unverified.
BIO_LAB_VACANCY_US_CBRE,2026-Q1,2026-03-31,23.2,pct,average of top 13 markets,R&D World (citing CBRE),https://www.rdworldonline.com/has-the-life-science-lab-market-finally-hit-bottom-cbre-data-offers-cautious-hope/,Reported alongside record biotech employment and rising VC.
BIO_LAB_VACANCY_US_CBRE_FCST,2026,2026-12-31,22.5,pct,demand expected to lower vacancy 40 bps to 22.5%,CBRE U.S. Real Estate Market Outlook Midyear Review 2026,https://www.cbre.com/insights/books/us-real-estate-market-outlook-midyear-review-2026/life-sciences,AMBIGUOUS: reads as a CBRE forecast; another summary phrased it as 'eased to 22.5%'. CBRE also says 2026 lab completions are the lowest in 10 years (3m sf) and biotech R&D job growth in April 2026 was the strongest in nearly 3 years.
BIO_LAB_VACANCY_US_JLL,2025-Q1,2025-03-31,25.7,pct,,JLL via CNBC,https://www.cnbc.com/2026/04/22/life-sciences-lab-real-estate-rebound.html,
BIO_LAB_VACANCY_US_JLL,2026-Q1,2026-03-31,27.4,pct,,JLL via CNBC,https://www.cnbc.com/2026/04/22/life-sciences-lab-real-estate-rebound.html,Aggregate of the 10 largest life-science markets. Attribution to CNBC probable. JLL also said Boston and the Bay Area are each above 30%.
BIO_LAYOFFS_FIERCE,2025-Q1,2025-03-31,64,count,,Fierce Biotech Layoff Tracker wrapped 2025,https://www.fiercebiotech.com/biotech/2025-numbers-layoff-rounds-rise-16-yoy,Revised in the year-end wrap. First reported as 61; a headline said 'at least 63'.
BIO_LAYOFFS_FIERCE,2025-Q2,2025-06-30,64,count,,Fierce Biotech Layoff Tracker wrapped 2025,https://www.fiercebiotech.com/biotech/2025-numbers-layoff-rounds-rise-16-yoy,"May 2025 had 29 rounds, an all-time monthly high."
BIO_LAYOFFS_FIERCE,2025-Q3,2025-09-30,62,count,,Fierce Biotech Layoff Tracker wrapped 2025,https://www.fiercebiotech.com/biotech/2025-numbers-layoff-rounds-rise-16-yoy,
BIO_LAYOFFS_FIERCE,2025-Q4,2025-12-31,33,count,,Fierce Biotech Layoff Tracker wrapped 2025,https://www.fiercebiotech.com/biotech/2025-numbers-layoff-rounds-rise-16-yoy,Slowdown began in September 2025.
BIO_LAYOFFS_FIERCE,2026-Q1,2026-03-31,33,count,,Fierce Biotech,https://www.fiercebiotech.com/biotech/biotech-layoffs-continue-slowdown-q125,Layoff announcements. The slowdown continued.
BIO_LAYOFFS_FIERCE,2026-Q2,2026-06-30,17,count,,Fierce Biotech,https://www.fiercebiotech.com/biotech/biotechs-better-position-avoid-workforce-reductions-layoffs-continue-drop-q226,"Companies reported laying off staff. Barely half of Q1 2026, vs 64 in Q2 2025."
BIO_LAYOFFS_FIERCE_FY,2023,2023-12-31,187,count,,Fierce Biotech Layoff Tracker analysis,https://www.fiercebiotech.com/biotech/big-pharma-layoff-rounds-jump-281-24-while-total-biopharma-staff-cuts-similar-23,Layoff rounds. +57% vs 2022 per Fierce's 2023 wrap.
BIO_LAYOFFS_FIERCE_FY,2024,2024-12-31,192,count,,Fierce Biotech Layoff Tracker analysis,https://www.fiercebiotech.com/biotech/big-pharma-layoff-rounds-jump-281-24-while-total-biopharma-staff-cuts-similar-23,+3% vs 2023. Big Pharma rounds 42 vs 11 in 2023.
BIO_LAYOFFS_FIERCE_FY,2025,2025-12-31,,count,+16% YoY vs 2024,Fierce Biotech Layoff Tracker wrapped 2025,https://www.fiercebiotech.com/biotech/2025-numbers-layoff-rounds-rise-16-yoy,"The full-year count was not stated in the summary. The quarterly rows add up to 223 (my arithmetic, not a published figure)."
BIO_LAYOFFS_FIERCE_H,2024-H1,2024-06-30,97,count,,Fierce Biotech,https://www.fiercebiotech.com/biotech/biopharma-layoffs-first-half-year-jump-32-yoy,Stated as the prior-year halfway mark. H1 2025 was up 32% YoY.
BIO_MA_COUNT_HSBC_H,2026-H1,2026-06-30,19,count,,HSBC Innovation Banking 2026 Mid-Year Venture Healthcare Report,https://www.hsbcinnovationbanking.com/us/en/resources/2026-1h-venture-healthcare-report,"VC-backed biopharma acquisitions. 10 of 19 had preclinical or Phase I lead assets. For the 6 early-stage targets with disclosed valuations, the median upfront was 6.2x the last private round."
BIO_MA_MEDIAN_UPFRONT_HSBC_H,2026-H1,2026-06-30,950,USD_mn,median upfront,HSBC Innovation Banking 2026 Mid-Year Venture Healthcare Report,https://www.hsbcinnovationbanking.com/us/en/resources/2026-1h-venture-healthcare-report,
BIO_MA_USD_CNBC_YTD,2026-YTD-Jun,2026-06-04,106,USD_bn,on track for best year since pre-Covid,CNBC,https://www.cnbc.com/2026/06/04/biotech-ma-dealmaking-pharma-106-billion.html,Biotech M&A year to date (headline figure; scope per CNBC).
BIO_MA_USD_IQVIA_FCST,2026,2026-12-31,,USD_bn,forecast $140-160bn (+$20-30bn in best case),IQVIA (via IntuitionLabs; attribution unverified),https://intuitionlabs.ai/articles/biopharma-ma-2026-tracker-ai-valuation,FORECAST.
BIO_MA_USD_PITCHBOOK_VCEXITS,2026-Q2,2026-06-30,34.4,USD_bn,record; beat the Q4 2020 peak,PitchBook Q2 2026 Biopharma Report,https://pitchbook.com/news/reports/q2-2026-biopharma-report-funding-tops-10-billion-with-record-exits,"VC-backed biopharma exit value (M&A + IPO). Seven multibillion-dollar acquisitions, including Lilly-Kelonia ($7bn) and Gilead-Tubulis ($5bn)."
BIO_MA_USD_UNATTRIB,2026-Q1,2026-03-31,65,USD_bn,exceeded $65bn; nearly double Q1 2025,Attribution unverified (Fierce Pharma probable),https://www.fiercepharma.com/pharma/march-ma-surge-triggers-high-expectations-2026,LOW CONFIDENCE. 'Pharmaceutical and life sciences deal value'.
BIO_MA_USD_UNATTRIB,2026-Q2,2026-06-30,55.1,USD_bn,48 deals,Attribution unverified (as above),https://www.morse.law/news/biopharma-industry-midpoint-2026-report/,LOW CONFIDENCE.
BIO_MA_USD_UNATTRIB_H,2026-H1,2026-06-30,96,USD_bn,80 deals,Attribution unverified (Morse midpoint report / LifeScienceDaily / BioBucks candidates),https://www.morse.law/news/biopharma-industry-midpoint-2026-report/,LOW CONFIDENCE. Biopharma M&A.
BIO_VC_DEALS_BPDIVE_H,2026-H1,2026-06-30,68,count,at least 68 companies,BioPharma Dive,https://www.biopharmadive.com/news/biotech-venture-capital-funding-2026-first-half/824881/,
BIO_VC_DEALS_DEALFORMA,2023-Q1,2023-03-31,95,count,,DealForma Q1 2023 Review,https://dealforma.com/biopharma-venture-ipos-therapeutics-and-platforms-q1-2023-review/,Global rounds.
BIO_VC_DEALS_DEALFORMA,2026-Q1,2026-03-31,115,count,,DealForma Q2 2026 Venture Review,https://dealforma.com/biopharma-therapeutics-and-platforms-venture-funding-q2-2026-review/,Global rounds.
BIO_VC_DEALS_DEALFORMA,2026-Q2,2026-06-30,120,count,,DealForma Q2 2026 Venture Review,https://dealforma.com/biopharma-therapeutics-and-platforms-venture-funding-q2-2026-review/,Global rounds.
BIO_VC_DEALS_DEALFORMA_H,2026-H1,2026-06-30,235,count,,DealForma Q2 2026 Venture Review,https://dealforma.com/biopharma-therapeutics-and-platforms-venture-funding-q2-2026-review/,Global rounds.
BIO_VC_DEALS_HSBC_H,2026-H1,2026-06-30,314,count,,HSBC Innovation Banking 2026 Mid-Year Venture Healthcare Report,https://www.hsbcinnovationbanking.com/us/en/resources/2026-1h-venture-healthcare-report,"Compare DealForma's 235 rounds (global therapeutics & platforms), a definitional difference."
BIO_VC_DEALS_HSBC_HC_FY,2025,2025-12-31,2167,count,,HSBC Venture Healthcare Report 2025 Annual,https://www.hsbcinnovationbanking.com/us/en/resources/2025-annual-venture-healthcare-report,All healthcare deals.
BIO_VC_DEALS_PITCHBOOK,2023-Q4,2023-12-31,204,count,,BioSpace (citing PitchBook),https://www.biospace.com/biopharma-vc-funding-dropped-21-percent-in-q4-2023-pitchbook,
BIO_VC_DEALS_PITCHBOOK,2024-Q1,2024-03-31,188,count,,Fierce Biotech (citing PitchBook),https://www.fiercebiotech.com/biotech/biopharma-funding-levels-new-normal-until-federal-interest-rates-change-pitchbook,Attribution probable.
BIO_VC_DEALS_PITCHBOOK,2024-Q2,2024-06-30,176,count,,Fierce Biotech (citing PitchBook),https://www.fiercebiotech.com/biotech/amid-broader-uncertainty-biopharma-market-may-have-reached-new-norm-pitchbook,
BIO_VC_DEALS_PITCHBOOK,2024-Q3,2024-09-30,187,count,,Fierce Biotech (citing PitchBook),https://www.fiercebiotech.com/biotech/amid-broader-uncertainty-biopharma-market-may-have-reached-new-norm-pitchbook,
BIO_VC_DEALS_PITCHBOOK,2025-Q1,2025-03-31,203,count,,PitchBook Q1 2025 Biopharma Modalities VC Trends,https://pitchbook.com/news/reports/q1-2025-biopharma-modalities-vc-trends,-18.1% QoQ. From the Modalities report.
BIO_VC_DEALS_PITCHBOOK,2025-Q2,2025-06-30,198,count,,PitchBook Q2 2025 Biopharma VC Trends,https://pitchbook.com/news/reports/q2-2025-biopharma-vc-trends,
BIO_VC_DEALS_PITCHBOOK,2025-Q3,2025-09-30,250,count,,PitchBook Q3 2025 Biopharma VC Trends,https://pitchbook.com/news/reports/q3-2025-biopharma-vc-trends,
BIO_VC_DEALS_PITCHBOOK,2025-Q4,2025-12-31,374,count,,PitchBook Q1 2026 Biopharma VC Trends,https://pitchbook.com/news/reports/q1-2026-biopharma-vc-trends,
BIO_VC_DEALS_PITCHBOOK,2026-Q1,2026-03-31,265,count,,PitchBook Q1 2026 Biopharma VC Trends,https://pitchbook.com/news/reports/q1-2026-biopharma-vc-trends,Down from 374 in Q4 2025.
BIO_VC_DEALS_PITCHBOOK_FY,2023,2023-12-31,920,count,,Fierce Biotech (citing PitchBook),https://www.fiercebiotech.com/biotech/biopharma-vc-slips-last-years-q4-and-where-investors-are-likely-place-future-bets-pitchbook,
BIO_VC_DEALS_PITCHBOOK_FY,2024,2024-12-31,1091,count,,BioSpace (citing PitchBook),https://www.biospace.com/business/early-stage-biotechs-suffer-in-2025-as-vc-shuns-risk-pitchbook,Attribution probable.
BIO_VC_DEALS_PITCHBOOK_FY,2025,2025-12-31,1171,count,,PitchBook Q4 2025 Biopharma VC Trends,https://pitchbook.com/news/reports/q4-2025-biopharma-vc-trends,
BIO_VC_EARLYSTAGE_MEDIAN_PITCHBOOK_FY,2020,2020-12-31,15,USD_mn,median early-stage deal,PitchBook Q4 2025 Biopharma VC Trends,https://pitchbook.com/news/reports/q4-2025-biopharma-vc-trends,
BIO_VC_EARLYSTAGE_MEDIAN_PITCHBOOK_FY,2025,2025-12-31,27,USD_mn,median early-stage deal,PitchBook Q4 2025 Biopharma VC Trends,https://pitchbook.com/news/reports/q4-2025-biopharma-vc-trends,+77% vs $15m in 2020.
BIO_VC_EARLYSTAGE_SHARE_PITCHBOOK_FY,2020,2020-12-31,44,pct,,PitchBook Q4 2025 Biopharma VC Trends,https://pitchbook.com/news/reports/q4-2025-biopharma-vc-trends,
BIO_VC_EARLYSTAGE_SHARE_PITCHBOOK_FY,2025,2025-12-31,32,pct,,PitchBook Q4 2025 Biopharma VC Trends,https://pitchbook.com/news/reports/q4-2025-biopharma-vc-trends,"Early-stage share of biopharma funding, down from 44% in 2020."
BIO_VC_SEED_DEAL_SHARE_PITCHBOOK,2025-Q3,2025-09-30,14,pct,record low,PitchBook Q3 2025 Biopharma VC Trends,https://pitchbook.com/news/reports/q3-2025-biopharma-vc-trends,Seed deals as a share of total biopharma deals. Relevant because seed/early stage is where most preclinical work happens.
BIO_VC_USD_BPDIVE_H,2026-H1,2026-06-30,9.1,USD_bn,more than $9.1bn,BioPharma Dive,https://www.biopharmadive.com/news/biotech-venture-capital-funding-2026-first-half/824881/,"BioPharma Dive's own tally, narrower than PitchBook or HSBC. Highest H1 since the start of 2022. About 76% arrived via megarounds of $100m+. Most raisers already had drugs in clinical testing."
BIO_VC_USD_DEALFORMA,2023-Q1,2023-03-31,4.1,USD_bn,,DealForma Q1 2023 Review,https://dealforma.com/biopharma-venture-ipos-therapeutics-and-platforms-q1-2023-review/,"CONFLICT: DealForma's Q2 2023 review cites Q1 2023 as $3.7bn (next row), either a revision or a scope difference. DealForma notes a gradual decline from the Q1 2021 peak."
BIO_VC_USD_DEALFORMA,2023-Q1,2023-03-31,3.7,USD_bn,,DealForma Q2 2023 Venture Review,https://dealforma.com/q2-2023-biopharma-venture-funding-therapeutics-and-platforms/,CONFLICT with the $4.1bn first-reported figure.
BIO_VC_USD_DEALFORMA,2023-Q2,2023-06-30,4.7,USD_bn,,DealForma Q2 2023 Venture Review,https://dealforma.com/q2-2023-biopharma-venture-funding-therapeutics-and-platforms/,Global.
BIO_VC_USD_DEALFORMA,2026-Q1,2026-03-31,7.1,USD_bn,,DealForma Q2 2026 Venture Review,https://dealforma.com/biopharma-therapeutics-and-platforms-venture-funding-q2-2026-review/,Global.
BIO_VC_USD_DEALFORMA,2026-Q2,2026-06-30,9.2,USD_bn,,DealForma Q2 2026 Venture Review,https://dealforma.com/biopharma-therapeutics-and-platforms-venture-funding-q2-2026-review/,"GLOBAL biopharma therapeutics & platforms rounds, not US-only. Capital up nearly 30% QoQ. Average round $86m vs $64m. Series B $3.9bn, Series A $2.1bn, seed $0.3bn (down), Series D+ $0.5bn."
BIO_VC_USD_DEALFORMA_H,2026-H1,2026-06-30,16.3,USD_bn,,DealForma Q2 2026 Venture Review,https://dealforma.com/biopharma-therapeutics-and-platforms-venture-funding-q2-2026-review/,Global.
BIO_VC_USD_HSBC,2026-Q2,2026-06-30,9.4,USD_bn,,HSBC Innovation Banking 2026 Mid-Year Venture Healthcare Report,https://www.hsbcinnovationbanking.com/us/en/resources/2026-1h-venture-healthcare-report,
BIO_VC_USD_HSBC_FY,2024,2024-12-31,27,USD_bn,,HSBC Innovation Banking 2026 Mid-Year Venture Healthcare Report,https://www.hsbcinnovationbanking.com/us/en/resources/2026-1h-venture-healthcare-report,Same statement as the 2025 row.
BIO_VC_USD_HSBC_FY,2025,2025-12-31,27,USD_bn,,HSBC Innovation Banking 2026 Mid-Year Venture Healthcare Report,https://www.hsbcinnovationbanking.com/us/en/resources/2026-1h-venture-healthcare-report,Stated as '$27bn recorded in each of 2024 and 2025'.
BIO_VC_USD_HSBC_H,2026-H1,2026-06-30,16,USD_bn,,HSBC Innovation Banking 2026 Mid-Year Venture Healthcare Report,https://www.hsbcinnovationbanking.com/us/en/resources/2026-1h-venture-healthcare-report,"Private biopharma venture investment, HSBC (ex-SVB) method. Geography per HSBC; the SVB series historically covered US + Europe, so confirm. HSBC says the annualized pace would exceed the $27bn recorded in each of 2024 and 2025. VCs described as 'risk-on' and taking more early-stage risk."
BIO_VC_USD_HSBC_HC_FCST,2026,2026-12-31,,USD_bn,forecast $65-70bn,HSBC Innovation Banking 2026 Mid-Year Venture Healthcare Report,https://www.hsbcinnovationbanking.com/us/en/resources/2026-1h-venture-healthcare-report,"FORECAST for all healthcare venture, not an actual."
BIO_VC_USD_HSBC_HC_FY,2024,2024-12-31,45.4,USD_bn,,HSBC Venture Healthcare Report 2025 Annual,https://www.hsbcinnovationbanking.com/us/en/resources/2025-annual-venture-healthcare-report,All healthcare venture.
BIO_VC_USD_HSBC_HC_FY,2025,2025-12-31,60,USD_bn,,HSBC Venture Healthcare Report 2025 Annual,https://www.hsbcinnovationbanking.com/us/en/resources/2025-annual-venture-healthcare-report,"ALL healthcare venture (biopharma + devices + Dx/tools + health tech). 2,167 deals. Strongest year since 2022. Medical devices a record $10.4bn."
BIO_VC_USD_PITCHBOOK,2023-Q3,2023-09-30,7.8,USD_bn,,BioSpace (citing PitchBook),https://www.biospace.com/biopharma-vc-funding-dropped-21-percent-in-q4-2023-pitchbook,Prior-quarter comparison in Q4 2023 coverage.
BIO_VC_USD_PITCHBOOK,2023-Q4,2023-12-31,6.3,USD_bn,,BioSpace (citing PitchBook),https://www.biospace.com/biopharma-vc-funding-dropped-21-percent-in-q4-2023-pitchbook,-19% QoQ.
BIO_VC_USD_PITCHBOOK,2024-Q1,2024-03-31,7.4,USD_bn,,Fierce Biotech (citing PitchBook),https://www.fiercebiotech.com/biotech/biopharma-funding-levels-new-normal-until-federal-interest-rates-change-pitchbook,Described as a 'new normal' under high rates. Attribution to this URL probable.
BIO_VC_USD_PITCHBOOK,2024-Q2,2024-06-30,5.8,USD_bn,,Fierce Biotech (citing PitchBook),https://www.fiercebiotech.com/biotech/amid-broader-uncertainty-biopharma-market-may-have-reached-new-norm-pitchbook,Prior-quarter comparison in Q3 2024 coverage.
BIO_VC_USD_PITCHBOOK,2024-Q3,2024-09-30,7.2,USD_bn,,Fierce Biotech (citing PitchBook),https://www.fiercebiotech.com/biotech/amid-broader-uncertainty-biopharma-market-may-have-reached-new-norm-pitchbook,Megarounds drove the increase. Exits $9.7bn across 23 deals vs $5bn across 14 in Q2.
BIO_VC_USD_PITCHBOOK,2025-Q1,2025-03-31,7.4,USD_bn,,PitchBook Q1 2025 Biopharma Modalities VC Trends,https://pitchbook.com/news/reports/q1-2025-biopharma-modalities-vc-trends,From PitchBook's Modalities report (taxonomy may differ from Biopharma VC Trends). TTM $31.5bn (+20.6% YoY).
BIO_VC_USD_PITCHBOOK,2025-Q2,2025-06-30,5.4,USD_bn,,PitchBook Q2 2025 Biopharma VC Trends,https://pitchbook.com/news/reports/q2-2025-biopharma-vc-trends,Value and deal count both multiyear lows when reported.
